type_objectid,latitude,longitude,type,type_code
recreation_107,43.486028558767,-80.5449447230065,recreation,4
recreation_108,43.46341634547,-80.5891178379351,recreation,4
recreation_109,43.4546396784371,-80.5848481174434,recreation,4
recreation_110,43.4892369728651,-80.5280334613632,recreation,4
recreation_111,43.4642505020124,-80.5592251402964,recreation,4
recreation_112,43.5215494467552,-80.492544319309,recreation,4
recreation_113,43.4627309548315,-80.5883974024752,recreation,4
recreation_114,43.4615927316092,-80.5208653738025,recreation,4
recreation_115,43.4889533283621,-80.5185531155514,recreation,4
recreation_116,43.4729371432613,-80.586055490196,recreation,4
recreation_117,43.4587208362774,-80.5452230063061,recreation,4
recreation_118,43.5029998197032,-80.4933569182097,recreation,4
recreation_119,43.4568484488588,-80.5524312747852,recreation,4
recreation_120,43.4617904079739,-80.5459909033966,recreation,4
recreation_121,43.459636255462,-80.5215494593907,recreation,4
recreation_122,43.4766704403569,-80.5949849221587,recreation,4
recreation_123,43.4604666796194,-80.5725150621113,recreation,4
recreation_124,43.4604088774181,-80.5880571888083,recreation,4
recreation_125,43.4544694943176,-80.5813319854499,recreation,4
recreation_126,43.4928614802487,-80.4877708359831,recreation,4
recreation_127,43.4650170908312,-80.524319241859,recreation,4
recreation_128,43.5128775330091,-80.5093401910641,recreation,4
recreation_129,43.5141921746789,-80.5044264198914,recreation,4
recreation_130,43.489292403086,-80.5423464526812,recreation,4
recreation_131,43.457828727714,-80.5833377238359,recreation,4
recreation_132,43.4604735897756,-80.545466228965,recreation,4
recreation_133,43.463930273882,-80.5223817667375,recreation,4
recreation_134,43.4857272802981,-80.542471752715,recreation,4
recreation_135,43.466954653242,-80.5968811196923,recreation,4
recreation_136,43.4560821039319,-80.5860475396761,recreation,4
recreation_137,43.4906572946519,-80.5900305907694,recreation,4
recreation_138,43.4771586439153,-80.5035741685115,recreation,4
recreation_139,43.4614296115243,-80.5902020715816,recreation,4
recreation_140,43.4646034346853,-80.5673759880005,recreation,4
recreation_141,43.4864025991417,-80.4855785397017,recreation,4
recreation_142,43.4515593479164,-80.5793829837179,recreation,4
recreation_143,43.4885879920547,-80.5362055139558,recreation,4
recreation_144,43.4663385715887,-80.5794476106732,recreation,4
recreation_145,43.4892648422332,-80.5546603846773,recreation,4
recreation_146,43.4744036048799,-80.5062429175405,recreation,4
recreation_147,43.4757778236196,-80.5281030571286,recreation,4
recreation_148,43.4608586256463,-80.5973275484397,recreation,4
recreation_149,43.4705336776725,-80.603034914517,recreation,4
recreation_150,43.4796379903394,-80.514716284673,recreation,4
recreation_151,43.5141268610385,-80.5123645078871,recreation,4
recreation_152,43.4581386215358,-80.5842958956262,recreation,4
recreation_153,43.4913963336743,-80.5545845940399,recreation,4
recreation_154,43.489833654844,-80.5618034171095,recreation,4
recreation_155,43.4964533211657,-80.5650108998492,recreation,4
recreation_156,43.4859799310646,-80.5341770090096,recreation,4
recreation_157,43.484182196711,-80.5302073532778,recreation,4
recreation_158,43.4739109784689,-80.5022262089221,recreation,4
recreation_159,43.4646690889658,-80.5120246018059,recreation,4
recreation_160,43.458953449624,-80.53028035352,recreation,4
recreation_161,43.4550619825982,-80.5335129539194,recreation,4
recreation_162,43.4598452024505,-80.5459655690498,recreation,4
recreation_163,43.4607904258633,-80.552462682979,recreation,4
recreation_164,43.4583348503022,-80.5643908524628,recreation,4
recreation_165,43.4447751182537,-80.5604005230336,recreation,4
recreation_166,43.4452036497734,-80.553737488024,recreation,4
recreation_167,43.4505551778085,-80.5772864745098,recreation,4
recreation_168,43.4692506323429,-80.5755342965468,recreation,4
recreation_169,43.4916972457506,-80.5060996100121,recreation,4
recreation_170,43.4952970484795,-80.4941917311314,recreation,4
recreation_171,43.5071182305461,-80.5065758630042,recreation,4
recreation_172,43.5134007463905,-80.5044101103647,recreation,4
recreation_173,43.4521183828882,-80.5907915184807,recreation,4
